CLIENTNUM;Attrition_Flag;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Relationship_Count;Months_Inactive_12_mon;Credit_Limit;Total_Revolving_Bal;Avg_Open_To_Buy;Total_Trans_Amt;Total_Trans_Ct;
743265108;Existing Customer;37;M;4;College;Single;$60K - $80K;Blue;30;5;1;15936;827;15109;2477;49;
713770383;Existing Customer;29;F;0;Uneducated;Divorced;Less than $40K;Blue;19;5;4;2926;0;2926;2775;74;
712392108;Existing Customer;51;M;3;High School;Married;$60K - $80K;Blue;36;3;2;10305;691;9614;1451;25;
720145683;Existing Customer;54;M;1;College;Married;$60K - $80K;Blue;42;3;2;2987;2517;470;1617;35;
714832383;Existing Customer;35;M;0;High School;Single;$80K - $120K;Gold;29;6;2;34516;1965;32551;2949;70;
772706283;Existing Customer;38;F;2;College;Married;$40K - $60K;Blue;28;3;3;6275;1579;4696;1585;43;
795920358;Existing Customer;33;F;2;High School;Married;Less than $40K;Blue;27;3;2;7185;0;7185;2679;45;
716277558;Existing Customer;45;F;1;Uneducated;Single;Less than $40K;Blue;36;4;3;3281;1961;1320;1779;47;
764776833;Existing Customer;61;M;0;Graduate;Married;$40K - $60K;Blue;54;3;3;3077;1646;1431;1523;30;
710795883;Existing Customer;33;F;3;Uneducated;Married;Less than $40K;Blue;16;6;1;2042;1864;178;2758;50;
710428308;Existing Customer;55;M;4;High School;Single;$60K - $80K;Blue;51;4;1;2001;1553;448;1910;51;
721096983;Existing Customer;34;F;2;Graduate;Single;Less than $40K;Blue;36;4;3;3625;2517;1108;2616;46;
715760733;Existing Customer;58;M;4;High School;Married;$40K - $60K;Blue;47;6;3;7803;1885;5918;1199;25;
718227033;Existing Customer;38;F;4;Graduate;Married;Less than $40K;Blue;30;3;1;5951;1702;4249;2565;53;
720610008;Attrited Customer;59;M;1;College;Married;$120K +;Blue;50;1;5;15796;812;14984;1339;23;
719517258;Existing Customer;57;M;4;Unknown;Single;$80K - $120K;Blue;36;5;3;7558;1364;6194;3676;67;
714111333;Existing Customer;55;M;1;High School;Married;$60K - $80K;Blue;46;6;1;5381;0;5381;1910;38;
717551358;Existing Customer;63;M;0;Graduate;Married;$60K - $80K;Blue;55;4;1;3556;2517;1039;2279;56;
813573333;Existing Customer;60;M;1;High School;Married;Less than $40K;Blue;55;5;1;2661;1466;1195;1354;25;
711709683;Existing Customer;53;F;2;Uneducated;Married;Less than $40K;Blue;36;6;1;3506;1405;2101;1999;48;
712902483;Existing Customer;35;M;3;High School;Married;$60K - $80K;Blue;24;3;2;2066;1699;367;1895;43;
710893533;Existing Customer;53;M;1;Unknown;Married;$120K +;Blue;42;4;1;8329;877;7452;1570;56;
719883858;Existing Customer;58;M;2;Graduate;Married;Less than $40K;Blue;48;4;1;2774;0;2774;1258;33;
719628033;Existing Customer;33;F;1;Post-Graduate;Married;Unknown;Blue;36;5;3;4134;1130;3004;2475;52;
712043433;Existing Customer;53;M;1;Graduate;Married;$80K - $120K;Blue;36;5;2;11329;1180;10149;1213;33;
769095558;Existing Customer;59;M;1;Doctorate;Single;$60K - $80K;Blue;53;3;2;9055;1560;7495;1755;45;
816094233;Existing Customer;37;M;1;High School;Married;$120K +;Blue;32;6;2;17393;1409;15984;1692;38;
758417508;Existing Customer;50;F;4;High School;Divorced;Less than $40K;Blue;43;6;3;5908;0;5908;3313;72;
721234308;Existing Customer;35;F;2;Uneducated;Married;Less than $40K;Blue;21;6;2;5825;1815;4010;2820;62;
717138558;Existing Customer;28;M;0;Post-Graduate;Married;$40K - $60K;Blue;16;5;1;3665;0;3665;1813;31;
798120858;Existing Customer;37;M;3;Uneducated;Married;$80K - $120K;Blue;31;4;2;3797;1425;2372;2555;44;
709997958;Existing Customer;39;M;3;Graduate;Married;$40K - $60K;Blue;28;4;3;3478;0;3478;2133;54;
712617408;Existing Customer;31;M;1;Post-Graduate;Single;$40K - $60K;Blue;20;5;3;13734;0;13734;2566;74;
720158208;Existing Customer;37;M;3;Graduate;Married;$60K - $80K;Blue;23;4;3;3034;2167;867;2058;49;
716548083;Existing Customer;39;M;4;Graduate;Married;Less than $40K;Blue;32;4;1;2973;2360;613;2593;57;
717631008;Existing Customer;38;M;2;Graduate;Married;$80K - $120K;Blue;31;4;1;24296;0;24296;1886;48;
813964383;Existing Customer;35;M;3;Graduate;Single;$40K - $60K;Blue;30;3;1;8969;1226;7743;2568;59;
719952408;Existing Customer;30;M;0;Graduate;Married;Less than $40K;Blue;36;3;3;2550;1623;927;1870;51;
771028533;Attrited Customer;48;F;3;Post-Graduate;Married;Less than $40K;Silver;35;5;1;10357;0;10357;911;25;
771823308;Existing Customer;33;F;2;Uneducated;Unknown;Less than $40K;Blue;21;5;1;1475;986;489;1896;33;
719854008;Existing Customer;47;M;3;Unknown;Single;$40K - $60K;Blue;36;3;6;5154;1407;3747;1694;32;
713998233;Existing Customer;37;F;2;High School;Single;Less than $40K;Blue;36;6;2;3586;1414;2172;2780;57;
714746358;Existing Customer;38;M;3;Unknown;Married;$60K - $80K;Blue;28;3;1;4646;1680;2966;2234;35;
713574708;Existing Customer;39;M;3;College;Single;$40K - $60K;Blue;28;6;2;1640;1177;463;3124;66;
714753258;Existing Customer;34;M;2;Unknown;Married;$60K - $80K;Blue;36;5;2;2379;1982;397;2966;50;
712004208;Existing Customer;65;M;0;Graduate;Single;Less than $40K;Blue;56;3;3;3422;0;3422;1973;59;
719621958;Existing Customer;43;M;3;Graduate;Unknown;$60K - $80K;Blue;28;3;2;4365;0;4365;1720;40;
819610908;Attrited Customer;38;M;2;Uneducated;Single;$80K - $120K;Blue;33;1;4;32938;2089;30849;1137;26;
823948308;Existing Customer;48;M;4;Post-Graduate;Unknown;$40K - $60K;Blue;44;6;2;6710;1942;4768;1727;37;
712064358;Existing Customer;38;M;1;Graduate;Married;$60K - $80K;Blue;36;6;3;2507;1544;963;1999;34;
816013383;Attrited Customer;65;F;0;Graduate;Divorced;Less than $40K;Blue;56;3;6;6184;0;6184;1712;27;
758765808;Existing Customer;36;F;2;Unknown;Married;Less than $40K;Blue;29;6;3;2029;1190;839;1802;40;
780881358;Existing Customer;35;M;3;Graduate;Single;$40K - $60K;Silver;17;6;3;16659;0;16659;2551;74;
709422183;Existing Customer;58;F;1;Graduate;Married;Less than $40K;Blue;46;4;2;2203;1394;809;1788;45;
779951058;Existing Customer;54;F;3;High School;Married;Unknown;Blue;38;4;2;5122;1642;3480;1908;39;
809941233;Existing Customer;53;M;1;Graduate;Married;$80K - $120K;Blue;48;4;1;3074;2390;684;1377;38;
710844408;Existing Customer;38;M;3;Post-Graduate;Married;$60K - $80K;Blue;36;4;3;2584;0;2584;1843;28;
819002508;Existing Customer;31;M;1;Unknown;Single;$40K - $60K;Blue;26;4;1;2037;0;2037;2563;64;
807141183;Existing Customer;34;M;1;Graduate;Married;$120K +;Blue;29;4;3;14938;1412;13526;1930;36;
711119358;Existing Customer;38;M;3;Unknown;Married;$60K - $80K;Blue;31;6;1;2014;896;1118;2460;52;
808273533;Attrited Customer;39;M;2;High School;Single;$60K - $80K;Blue;34;3;4;1818;0;1818;2054;55;
716297658;Existing Customer;37;M;2;Graduate;Single;$80K - $120K;Blue;36;4;1;14926;0;14926;2405;55;
716532258;Existing Customer;51;F;1;High School;Single;Less than $40K;Blue;43;4;3;2827;1308;1519;3291;55;
720540708;Existing Customer;53;F;3;Uneducated;Married;Less than $40K;Blue;42;3;2;2773;1507;1266;1197;25;
720904233;Existing Customer;53;M;0;Graduate;Married;$80K - $120K;Blue;41;3;3;16033;560;15473;1158;31;
720863133;Existing Customer;65;M;1;Graduate;Married;Less than $40K;Blue;54;5;3;3213;2517;696;1855;39;
714957108;Existing Customer;33;F;3;High School;Divorced;Less than $40K;Blue;26;5;1;3616;0;3616;3133;72;
790102008;Existing Customer;37;M;3;Doctorate;Single;$60K - $80K;Blue;30;6;1;5924;1023;4901;3305;80;
781933983;Existing Customer;47;M;4;Graduate;Married;$40K - $60K;Blue;41;5;3;14535;0;14535;2970;76;
712643358;Existing Customer;59;F;0;High School;Married;Less than $40K;Blue;49;6;2;2833;1609;1224;1335;23;
716686158;Existing Customer;59;F;0;Post-Graduate;Married;Less than $40K;Blue;49;5;2;1479;601;878;1621;32;
806894133;Existing Customer;34;F;3;Post-Graduate;Single;Unknown;Blue;29;3;1;1617;1347;270;2546;55;
721344858;Existing Customer;26;M;0;Uneducated;Single;Less than $40K;Blue;13;4;4;2237;451;1786;2192;36;
813230208;Existing Customer;45;M;4;College;Single;$120K +;Blue;40;3;3;2900;1782;1118;4686;64;
716835033;Existing Customer;54;F;2;Graduate;Married;Unknown;Blue;45;4;3;13126;2086;11040;1836;37;
787500333;Existing Customer;52;M;2;Post-Graduate;Single;$80K - $120K;Blue;40;6;1;8695;1407;7288;2030;58;
768582033;Existing Customer;47;M;3;High School;Married;$40K - $60K;Blue;41;6;3;6692;1897;4795;3902;76;
713992158;Existing Customer;57;F;4;Unknown;Married;Less than $40K;Blue;36;3;1;2159;1004;1155;1353;30;
719916408;Existing Customer;34;M;5;Graduate;Married;$60K - $80K;Blue;27;5;2;2501;1909;592;1850;34;
789433758;Existing Customer;36;M;0;College;Married;$80K - $120K;Blue;27;3;3;6338;2379;3959;1715;39;
785011383;Attrited Customer;36;F;0;Uneducated;Divorced;$40K - $60K;Blue;30;1;3;2190;0;2190;1412;38;
719283633;Existing Customer;57;F;3;Uneducated;Married;$40K - $60K;Blue;49;4;2;7578;1628;5950;1325;29;
710816358;Existing Customer;29;M;1;Post-Graduate;Married;Less than $40K;Blue;18;4;3;2963;1466;1497;2523;48;
779653458;Existing Customer;37;M;3;Graduate;Married;$80K - $120K;Blue;20;3;3;8260;2077;6183;2323;47;
716382708;Attrited Customer;46;F;2;Graduate;Single;Less than $40K;Blue;36;3;4;8309;858;7451;1165;35;
710387583;Existing Customer;55;M;0;High School;Married;$80K - $120K;Blue;35;5;1;3864;1901;1963;1018;32;
718772133;Existing Customer;56;M;3;Graduate;Married;$80K - $120K;Blue;47;6;3;10230;1082;9148;1484;34;
711224733;Attrited Customer;32;M;0;High School;Married;$120K +;Blue;27;3;3;22382;0;22382;695;10;
718360083;Existing Customer;39;M;4;Uneducated;Married;$120K +;Blue;36;6;3;25790;1798;23992;2443;70;
716102583;Existing Customer;63;F;1;Graduate;Married;Less than $40K;Blue;53;6;1;2675;2517;158;1959;56;
720673008;Existing Customer;49;F;3;Unknown;Divorced;Less than $40K;Blue;38;3;3;1652;812;840;1771;47;
708459633;Existing Customer;38;M;2;High School;Married;$60K - $80K;Blue;26;4;1;5815;1698;4117;1604;42;
712868733;Existing Customer;60;M;0;Uneducated;Married;Less than $40K;Blue;52;5;1;2595;2189;406;1562;27;
713790708;Existing Customer;38;M;3;Uneducated;Married;$60K - $80K;Blue;36;5;2;3421;2308;1113;2269;39;
717648783;Existing Customer;63;M;2;High School;Married;$80K - $120K;Blue;51;4;2;6922;1704;5218;1449;28;
714709983;Existing Customer;43;F;2;College;Married;Less than $40K;Blue;36;6;2;6979;898;6081;1665;44;
819409608;Existing Customer;39;F;2;Graduate;Married;Less than $40K;Blue;34;4;3;2594;0;2594;1457;43;
717585858;Existing Customer;35;F;4;High School;Single;Unknown;Blue;24;5;2;16915;1679;15236;2795;55;
791856033;Attrited Customer;45;M;2;College;Divorced;$80K - $120K;Blue;39;3;4;34516;0;34516;1041;27;
714474483;Existing Customer;35;F;1;Graduate;Married;$40K - $60K;Blue;29;4;2;2523;1877;646;2005;50;
716448783;Attrited Customer;48;F;3;Graduate;Married;$40K - $60K;Blue;39;2;4;6235;0;6235;1225;34;
711065133;Existing Customer;26;M;1;High School;Single;$40K - $60K;Blue;13;6;2;1473;0;1473;2099;39;
713769258;Existing Customer;36;M;3;College;Married;$120K +;Blue;26;3;2;17116;939;16177;2547;45;
712288158;Existing Customer;37;M;2;College;Married;$80K - $120K;Blue;17;5;3;4631;1991;2640;2864;37;
714130233;Existing Customer;39;M;2;Unknown;Married;$60K - $80K;Blue;19;3;3;3047;2150;897;1602;37;
789127533;Existing Customer;49;M;4;High School;Divorced;$80K - $120K;Blue;37;5;2;32338;1664;30674;3013;83;
717038733;Existing Customer;56;M;3;Uneducated;Married;$60K - $80K;Blue;36;5;3;2253;1375;878;1324;38;
804840033;Existing Customer;45;M;2;College;Married;$60K - $80K;Blue;38;4;6;16611;0;16611;1960;48;
709363383;Existing Customer;34;M;2;High School;Single;Unknown;Blue;36;3;4;22886;836;22050;2652;61;
789760233;Existing Customer;29;M;0;Unknown;Divorced;$80K - $120K;Blue;14;6;3;3544;0;3544;2435;63;
712058958;Existing Customer;28;M;0;High School;Single;Less than $40K;Blue;19;3;3;3480;0;3480;2744;75;
708295533;Existing Customer;65;F;0;Post-Graduate;Married;Less than $40K;Blue;56;5;3;3549;1880;1669;1215;22;
817686633;Existing Customer;26;F;1;College;Single;Less than $40K;Blue;15;5;2;1438.3;737;701.3;2856;39;
713738883;Existing Customer;57;F;3;Uneducated;Married;Less than $40K;Blue;36;6;2;3136;1422;1714;1260;34;
721310283;Existing Customer;47;M;3;Graduate;Single;$120K +;Blue;36;6;2;34516;933;33583;1804;32;
803132733;Existing Customer;54;F;1;Graduate;Married;Less than $40K;Blue;48;4;3;6814;1570;5244;1339;30;
779852133;Existing Customer;48;M;2;Unknown;Married;$120K +;Silver;32;3;2;34516;2098;32418;3093;66;
716210283;Existing Customer;36;F;1;High School;Married;Unknown;Blue;36;6;3;8500;2517;5983;1618;37;
711615933;Existing Customer;43;M;3;Graduate;Married;$80K - $120K;Blue;33;3;3;28170;1859;26311;1013;28;
785311158;Existing Customer;54;F;2;Graduate;Single;Less than $40K;Blue;48;6;1;6610;928;5682;3328;69;
717267108;Existing Customer;37;M;1;College;Single;$60K - $80K;Blue;26;6;3;15755;1410;14345;2061;61;
711636558;Existing Customer;33;M;3;Graduate;Married;$80K - $120K;Blue;36;5;3;2711;2073;638;1567;42;
717504258;Existing Customer;38;M;2;College;Married;$40K - $60K;Blue;25;4;1;3735;1199;2536;1573;35;
718242333;Existing Customer;36;M;4;Graduate;Single;$80K - $120K;Blue;36;5;3;10216;1822;8394;2568;69;
771844458;Existing Customer;40;F;3;Graduate;Married;Unknown;Blue;28;6;1;20420;1657;18763;1804;41;
708892833;Attrited Customer;37;M;2;Graduate;Married;$120K +;Blue;30;2;4;13662;0;13662;725;22;
779465358;Existing Customer;26;F;0;High School;Single;Unknown;Blue;13;4;3;3038;1460;1578;2243;38;
720191883;Existing Customer;45;M;3;High School;Single;$60K - $80K;Blue;35;5;3;7050;659;6391;1236;36;
710934033;Existing Customer;26;M;0;High School;Single;Less than $40K;Blue;13;6;1;1775;1162;613;2169;43;
714473658;Existing Customer;42;M;3;Graduate;Single;$40K - $60K;Blue;30;6;2;8960;1054;7906;1488;26;
716569983;Existing Customer;33;M;2;College;Married;$80K - $120K;Blue;36;3;1;2355;1773;582;1765;27;
789833583;Existing Customer;57;F;4;High School;Married;$40K - $60K;Blue;47;5;2;6803;1332;5471;1476;30;
818923158;Existing Customer;55;M;2;Graduate;Married;$60K - $80K;Blue;50;5;2;2145;1207;938;1275;31;
716596308;Existing Customer;40;M;3;Uneducated;Single;$80K - $120K;Blue;36;5;2;3919;1640;2279;1872;51;
716620458;Existing Customer;32;M;1;High School;Single;Less than $40K;Blue;23;3;2;4500;0;4500;2439;63;
710251608;Existing Customer;62;F;1;High School;Married;Less than $40K;Blue;54;3;3;2941;1173;1768;1453;27;
710633808;Existing Customer;26;M;0;Graduate;Single;$60K - $80K;Blue;13;3;3;7102;0;7102;2411;41;
719318583;Attrited Customer;37;M;3;High School;Married;Less than $40K;Blue;26;3;3;6866;2389;4477;862;13;
819202533;Existing Customer;57;M;1;Doctorate;Married;$80K - $120K;Blue;52;3;2;10378;1540;8838;1306;32;
827360883;Existing Customer;47;F;3;High School;Married;Unknown;Blue;43;4;3;13473;1335;12138;1593;46;
771196083;Existing Customer;47;M;4;Graduate;Married;$80K - $120K;Blue;34;6;3;18178;0;18178;1837;37;
809962908;Existing Customer;48;F;2;Graduate;Single;Unknown;Blue;43;5;3;8171;852;7319;1909;52;
788965683;Existing Customer;49;F;4;Uneducated;Married;Less than $40K;Blue;36;6;3;1438.3;0;1438.3;2170;41;
817142433;Existing Customer;35;M;3;Graduate;Married;$80K - $120K;Blue;20;5;3;8082;2307;5775;1725;29;
716993058;Existing Customer;57;M;3;Unknown;Divorced;$60K - $80K;Blue;48;5;2;24589;1640;22949;4291;78;
771040758;Existing Customer;62;F;0;Graduate;Single;Unknown;Silver;49;5;1;30310;0;30310;3703;91;
713309583;Existing Customer;55;F;2;College;Married;Less than $40K;Blue;36;6;3;2967;2129;838;2177;59;
710273658;Existing Customer;36;M;2;Graduate;Married;$60K - $80K;Blue;17;5;2;3092;1825;1267;2883;61;
771429408;Existing Customer;54;M;1;High School;Married;$80K - $120K;Blue;42;5;3;1618;668;950;1515;31;
719452308;Existing Customer;30;F;0;Graduate;Married;Less than $40K;Blue;23;5;2;2498;1632;866;2048;35;
818908833;Existing Customer;46;M;3;Graduate;Married;$40K - $60K;Blue;41;5;2;2564;0;2564;2038;45;
780998133;Existing Customer;43;M;3;Graduate;Married;$80K - $120K;Blue;34;3;4;10540;1489;9051;1980;45;
801726933;Existing Customer;34;M;2;Graduate;Married;$120K +;Blue;28;4;3;13384;1853;11531;1899;33;
788474658;Existing Customer;55;M;3;Graduate;Married;$80K - $120K;Blue;48;5;2;16208;1278;14930;1842;56;
708438033;Existing Customer;36;F;2;Unknown;Married;Less than $40K;Blue;27;3;3;3049;2198;851;2617;48;
710562258;Existing Customer;44;M;1;Graduate;Married;$80K - $120K;Blue;33;5;4;19214;0;19214;3407;47;
770764908;Existing Customer;39;M;2;Unknown;Married;$60K - $80K;Blue;25;5;2;3071;2517;554;1765;36;
814776033;Existing Customer;34;M;2;Graduate;Single;$80K - $120K;Blue;29;3;1;13395;1678;11717;2650;69;
715057383;Existing Customer;40;M;3;Graduate;Married;$60K - $80K;Blue;31;6;3;17126;1201;15925;3891;79;
717970158;Existing Customer;42;M;2;College;Single;$60K - $80K;Blue;36;5;3;8083;0;8083;3942;84;
715168008;Existing Customer;36;M;3;Graduate;Divorced;$40K - $60K;Blue;28;4;2;8995;1547;7448;2398;61;
720802833;Existing Customer;26;F;1;High School;Single;Less than $40K;Blue;13;3;2;2404;1198;1206;2692;63;
789370383;Existing Customer;42;M;1;High School;Married;$40K - $60K;Blue;32;4;2;2807;1845;962;1346;26;
711782733;Existing Customer;55;M;0;Graduate;Married;$40K - $60K;Blue;36;3;3;3097;827;2270;1390;24;
709000008;Existing Customer;45;M;3;Unknown;Single;$80K - $120K;Blue;37;6;2;10651;672;9979;2073;54;
719381733;Existing Customer;61;M;2;High School;Single;$60K - $80K;Blue;47;5;2;2175;1404;771;3994;64;
771169458;Existing Customer;41;M;4;College;Married;$120K +;Blue;28;5;3;28020;1470;26550;1723;36;
709974108;Existing Customer;35;F;1;Graduate;Single;Less than $40K;Blue;23;4;3;2640;1051;1589;3116;80;
757024233;Existing Customer;34;M;2;Graduate;Single;$120K +;Blue;27;3;1;31313;2152;29161;2555;62;
768928833;Existing Customer;37;M;2;High School;Married;$80K - $120K;Blue;31;3;2;7304;0;7304;2717;63;
720504633;Attrited Customer;46;M;2;Uneducated;Unknown;$60K - $80K;Blue;32;6;2;3254;0;3254;967;24;
812441358;Existing Customer;26;M;1;College;Divorced;$40K - $60K;Blue;21;3;3;1438.3;0;1438.3;2660;89;
713287608;Existing Customer;54;F;3;High School;Married;Less than $40K;Blue;41;5;4;3161;1220;1941;2412;62;
711357858;Attrited Customer;47;F;3;Graduate;Single;Less than $40K;Blue;36;5;3;7246;0;7246;777;13;
715478733;Existing Customer;56;F;5;Graduate;Married;Less than $40K;Blue;36;5;4;3088;2517;571;2292;54;
780382008;Existing Customer;42;F;4;Unknown;Single;Less than $40K;Silver;32;6;3;13719;1384;12335;3774;63;
715749858;Existing Customer;30;M;1;Unknown;Married;$40K - $60K;Blue;18;5;1;4726;1380;3346;1723;31;
710951808;Existing Customer;32;M;1;Unknown;Married;Less than $40K;Blue;36;5;3;6100;1520;4580;1668;32;
713469333;Existing Customer;40;M;2;High School;Single;$80K - $120K;Blue;28;6;2;19279;1427;17852;1777;56;
719243808;Existing Customer;33;F;1;Graduate;Married;Less than $40K;Blue;20;3;2;3792;1625;2167;1888;39;
772202058;Existing Customer;64;M;0;Graduate;Married;Less than $40K;Blue;53;3;3;2084;1647;437;1597;37;
711346383;Existing Customer;33;M;1;High School;Single;$80K - $120K;Blue;28;4;3;34516;0;34516;2804;70;
711405333;Existing Customer;52;M;3;Post-Graduate;Married;$80K - $120K;Blue;43;5;2;6849;2126;4723;1651;43;
778407033;Existing Customer;59;F;0;Uneducated;Married;Less than $40K;Blue;39;6;3;2417;1932;485;2367;50;
714862083;Existing Customer;41;F;4;Uneducated;Single;Unknown;Blue;33;6;4;5802;2490;3312;3386;53;
711199008;Existing Customer;38;M;2;Unknown;Married;$40K - $60K;Blue;31;3;2;2919;2192;727;2399;57;
709858533;Existing Customer;29;M;2;Graduate;Divorced;Less than $40K;Blue;20;4;1;2462;2021;441;2320;57;
718627458;Existing Customer;43;F;3;Doctorate;Married;Unknown;Blue;38;3;4;1947;0;1947;2119;52;
711816108;Attrited Customer;40;M;3;High School;Single;$80K - $120K;Blue;29;2;2;18563;0;18563;2395;45;
717105258;Existing Customer;37;F;1;Graduate;Married;Less than $40K;Blue;36;3;3;3992;1289;2703;2181;32;
715822008;Existing Customer;32;M;1;High School;Married;Less than $40K;Blue;14;4;2;3568;2175;1393;1913;35;
714971583;Existing Customer;36;M;2;Graduate;Single;$60K - $80K;Blue;27;3;3;7776;831;6945;3063;87;
713663508;Attrited Customer;58;M;0;High School;Unknown;$40K - $60K;Blue;42;3;2;1438.3;0;1438.3;1088;22;
709025583;Existing Customer;53;M;3;High School;Married;$80K - $120K;Blue;36;3;3;9355;715;8640;1138;38;
812809083;Existing Customer;37;F;3;Unknown;Single;Unknown;Blue;32;3;4;19636;1566;18070;2595;58;
714073983;Existing Customer;47;M;2;Unknown;Single;$40K - $60K;Blue;36;6;3;7327;0;7327;1788;46;
789297558;Existing Customer;36;M;1;Uneducated;Single;$120K +;Blue;25;6;3;7049;1932;5117;2602;51;
710375283;Existing Customer;26;F;0;Uneducated;Single;$40K - $60K;Blue;18;4;3;2033;1471;562;2236;55;
712189233;Existing Customer;38;F;1;Graduate;Married;$40K - $60K;Blue;20;5;1;5153;2517;2636;3095;63;
713767383;Existing Customer;32;F;0;High School;Married;$40K - $60K;Blue;22;4;2;2062;1665;397;2397;41;
797414733;Existing Customer;37;F;3;Graduate;Single;Less than $40K;Blue;31;3;3;2005;1517;488;2439;61;
712452033;Existing Customer;26;M;1;Unknown;Single;Less than $40K;Blue;13;6;2;2479;828;1651;2225;44;
714151533;Existing Customer;55;F;1;Graduate;Married;$40K - $60K;Blue;46;5;4;4589;1622;2967;1569;33;
